Category Name,Average Sales Rank
"Audley, Maxine",22784.0
"Day, Vera",22784.0
"Kent, Jean",22784.0
"Knight, Esmond",22784.0
"Monroe, Marilyn",22784.0
"Olivier, Laurence",22784.0
"Spenser, Jeremy",22784.0
"Thorndike, Sybil",22784.0
Class Differences,22784.0
"Olivier, Laurence",22784.0
General,22784.0
Comedy,22784.0
"Smith, Shawnee",22793.0
"Sutherland, Kiefer",22851.5
General,22876.0
Satire,22885.25
"Collins, Roberta",22917.0
"Grier, Pam",22917.0
"Haig, Sid",22917.0
Action & Adventure,22917.0
"Hill, Jack",22917.0
Prison Films,22917.0
"Yeoh, Michelle",22933.0
Michelle Yeoh,22933.0
General,23012.666666666668
( D ),23063.78947368421
"Crombie, Peter",23064.0
"Crouse, Lindsay",23064.0
"Curry, Christopher",23064.0
"Finn, John",23064.0
"Hopkins, Anthony",23064.0
"Jones, John Christopher",23064.0
"Koteas, Elias",23064.0
"McGrath, Matt",23064.0
"Norris, Dean",23064.0
"Rogers, Mimi",23064.0
"Rourke, Mickey",23064.0
"Ruscio, Elizabeth",23064.0
"Cimino, Michael",23064.0
Hostage Situations,23064.0
Boxing,23153.0
Documentary,23153.0
"Bancroft, Anne",23179.0
"Barra, Gianfranco",23179.0
"Davies, Jeremy",23179.0
"Fox, James",23179.0
"Hammond, Roger",23179.0
"Jacobi, Derek",23179.0
"Penn, Sean",23179.0
"Sutton, Dudley",23179.0
"Haas, Philip",23179.0
"Clarke, Melinda",23212.0
"Wesley, John",23212.0
"Chung, Peter",23212.0
The Matrix,23212.0
1940-1949,23246.333333333332
Water,23256.0
General,23278.702702702703
"Stevens, Stella",23309.0
Ballet,23317.0
Comedy,23393.0
Melodrama,23481.0
"Coolidge, Jennifer",23514.5
CDs Under $7,23586.0
CDs Under $7,23586.0
CDs Under $7,23586.0
Melodrama,23608.0
Fundamentals & Skills,23636.0
Fundamentals & Skills,23636.0
General,23656.375
"Carides, Gia",23658.0
"Charles, Ray",23658.0
"Doughan, Jim",23658.0
"Irizawa, Art",23658.0
"Lake, Don",23658.0
"Lindner, Carl Michael",23658.0
"Raymont, Daniel",23658.0
"Macdonald, Peter",23658.0
Musicals,23724.5
Symphonies,23729.0
General,23765.571428571428
General,23765.571428571428
"Firth, Peter",23766.0
"Goodall, Caroline",23766.0
"Green, Robson",23766.0
"Maloney, Michael",23766.0
General,23766.0
General,23769.909090909092
Fiction,23776.5
Family Films,23782.8
Comedy of Errors,23868.5
General,23884.75
Deals Under $10,23895.933333333334
General,23923.272727272728
General,23923.272727272728
"Anderson, Stanley",23945.0
"Cusack, Joan",23945.0
"Davis, Hope",23945.0
"Gamble, Mason",23945.0
"Gossett, Robert",23945.0
"Robbins, Tim",23945.0
Haunted by the Past,23945.0
Terrorism,23945.0
"Hopkins, Bo",23951.5
( I ),23974.0
"Kennedy, George",24010.5
Anime,24053.0
"Shearer, Harry",24062.0
All Sony Pictures Titles,24090.75
"Auberjonois, Rene",24117.0
"Cash, Rosalind",24117.0
"Sorvino, Paul",24117.0
"Watson, Douglass",24117.0
"Sherin, Edwin",24117.0
Fathers & Daughters,24117.0
Broadway Theatre Archive,24117.0
All Titles,24131.0
"Allen, Nancy",24165.0
"Bakey, Ed",24165.0
"Faulkner, Stephanie",24165.0
"Latham, Louise",24165.0
"Tobolowsky, Stephen",24165.0
"Raffill, Stewart",24165.0
Sci-Fi & Fantasy,24165.0
Classics,24175.666666666668
China,24183.0
China,24183.0
"Dreyfuss, Richard",24237.0
"Feore, Colm",24237.0
"Gandolfini, James",24237.0
"Garcia, Andy",24237.0
"Holm, Ian",24237.0
"Leibman, Ron",24237.0
"Murtaugh, James",24237.0
"Olin, Lena",24237.0
"Seitz, John",24237.0
"Lumet, Sidney",24237.0
Courtroom Drama,24237.0
Miscarriage of Justice,24237.0
General,24249.166666666668
Comedy,24351.0
Erotic,24374.0
General,24374.75
Kitchens,24496.0
Meditation,24511.0
Slasher Flicks,24546.0
"Burns, Marilyn",24546.0
"Larroquette, John",24546.0
"Siedow, Jim",24546.0
"Hooper, Tobe",24546.0
Texas Chainsaw Massacre,24546.0
Deals Under $10,24613.96551724138
General,24621.166666666668
Comic Action,24627.0
( H ),24659.0
Sports,24710.0
"Amalric, Mathieu",24750.0
"Binoche, Juliette",24750.0
"Kreikenmayer, Eric",24750.0
"Lorit, Jean Pierre",24750.0
"Maura, Carmen",24750.0
"Villalonga, Marthe",24750.0
Drama,24750.0
Fathers & Sons,24750.0
"Hedaya, Dan",24778.666666666668
"Barrymore, Drew",24789.0
Drafting,24811.0
Drawing,24811.0
Fighting the System,24812.0
( S ),24867.0
"Anderson, Stanley",24867.0
"Bacon, Kevin",24867.0
"Butler, Paul",24867.0
"Gilborn, Steven",24867.0
"Harris, Michael",24867.0
"Karin, Rita",24867.0
"Lane, Nathan",24867.0
"Perkins, Elizabeth",24867.0
"Russom, Leon",24867.0
"Stone, Danton",24867.0
"Stone, Sharon",24867.0
"Kwapis, Ken",24867.0
Comedy,24867.0
General,24937.375
"Geray, Steven",24980.5
"Erdrich, Louise",25019.0
"Erdrich, Louise",25019.0
Murder & Mayhem,25033.0
General,25046.0
Comic Criminals,25071.5
"Battersby, Roy",25113.0
"Beeson, Charles",25113.0
"Bennett, Edward",25113.0
"Bird, Antonia",25113.0
"Boyle, Danny",25113.0
"Duffell, Peter",25113.0
"Goddard, Jim",25113.0
"Gold, Jack",25113.0
"Hammond, Peter",25113.0
"Madden, John",25113.0
"Orme, Stuart",25113.0
"Scott, James",25113.0
"Shergold, Adrian",25113.0
"Wise, Herbert",25113.0
Inspector Morse,25113.0
Whodunnit?,25113.0
"Nelson, Willie",25137.0
"Matthews, Dave",25137.0
"Russ, Tim",25201.0
Japanese,25205.5
"Sartain, Gailard",25212.0
"Bates, Barbara",25215.0
"Catlett, Walter",25215.0
"Hale, Alan",25215.0
"Kaye, Danny",25215.0
"Lanchester, Elsa",25215.0
"Lockhart, Gene",25215.0
"Paiva, Nestor",25215.0
"Slezak, Walter",25215.0
"Williams, Rhys",25215.0
"Koster, Henry",25215.0
"Cassel, Vincent",25342.0
"Dacascos, Mark",25342.0
"Fresson, Bernard",25342.0
"Perrin, Jacques",25342.0
"Prat, Eric",25342.0
"Yanne, Jean",25342.0
French,25342.0
German,25342.0
Italian,25342.0
"Gans, Christophe",25342.0
Monsters,25342.0
"Brock, Vince",25344.0
"Gale, James",25344.0
"Jacks, Robert",25344.0
"Kilgore, Chris",25344.0
"Laurence, David",25344.0
"Loughran, Susan",25344.0
"Mcconaughey, Matthew",25344.0
"Nogales, Carmen",25344.0
"Perensky, Tonie",25344.0
"Schirmacher, Grayson Victor",25344.0
"Stevens, Joe",25344.0
"Wiggins, Jeanette",25344.0
"Henkel, Kim",25344.0
Slasher Flicks,25344.0
Texas Chainsaw Massacre,25344.0
Costume Adventures,25353.0
"Ng, Richard",25353.0
Costume Adventures,25353.0
Sci-Fi Action,25374.0
Sci-Fi Action,25374.0
Sci-Fi Action,25374.0
Horror,25398.5
Horror,25398.5
"Aykroyd, Dan",25404.0
"Badu, Erykah",25404.0
"Davis, Tom",25404.0
"Freeman, Kathleen",25404.0
"Goodman, John",25404.0
"Hammond, Darrell",25404.0
"Irwin, Jennifer",25404.0
"Lawrence, Steve",25404.0
"Levine, Walter",25404.0
"Morton, Joe",25404.0
"Oz, Frank",25404.0
"Peeples, Nia",25404.0
"Slade, Gloria",25404.0
"Wells, Junior",25404.0
"Landis, John",25404.0
SNL Spinoffs,25404.0
John Landis,25404.0
Dan Aykroyd,25404.0
"Jenson, Roy",25407.5
"Pinkney, Jerry",25429.0
Murder,25431.0
General,25439.470588235294
Opera,25448.5
General,25464.5
"Bedelia, Bonnie",25500.0
General,25507.333333333332
Romantic (c.1820-1910),25507.333333333332
Animation,25534.3
"Young, Neil",25553.5
General,25709.625
"Esposito, Giancarlo",25731.0
"Foxx, Jamie",25731.0
"Hall, Albert",25731.0
"Mcgill, Bruce",25731.0
"Rodriguez, Paul",25731.0
"Silver, Ron",25731.0
"Smith, Will",25731.0
"Williamson, Mykelti",25731.0
"Wright, Jeffrey",25731.0
"Mann, Michael",25731.0
"Cabot, Bruce",25756.0
"Carey, Harry",25756.0
"Emery, Gilbert",25756.0
"Esmond, Carl",25756.0
"Hardwicke, Cedric",25756.0
"Lawrence, Marc",25756.0
"Sanders, George",25756.0
"Strode, Woody",25756.0
"Tierney, Gene",25756.0
"Hathaway, Henry",25756.0
"Pierce, David Hyde",25846.5
General,25874.0
Yogi Bear,25912.0
Lupin,25921.0
"Lynch, Kelly",25922.666666666668
"Crow, Sheryl",25970.0
"Daltrey, Roger",25970.0
"Harris, Emmylou",25970.0
"McCartney, Paul",25970.0
"Townshend, Pete",25970.0
"Vedder, Eddie",25970.0
"Young, Neil",25970.0
Beach Boys,25970.0
The Who,25970.0
General,26037.5
Martial Arts,26052.0
Martial Arts,26052.0
"Dorian, Antonia",26056.0
"Fairchild, Morgan",26056.0
"Forster, Robert",26056.0
"Shattuck, Shari",26056.0
"Sheppard, Delia",26056.0
"Stevens, Andrew",26056.0
"Stevens, Carrie",26056.0
"Vennera, Chick",26056.0
"Wynorski, Jim",26056.0
Fatal Attraction,26056.0
CDs $7 - $10,26081.0
CDs $7 - $10,26081.0
CDs $7 - $10,26081.0
Television,26087.5
Deals Under $20,26134.08108108108
Deals Under $20,26134.08108108108
"Adams, Stanley",26187.0
"Barrett, Majel",26187.0
"Doohan, James",26187.0
"Kelley, Deforest",26187.0
"Knight, Ted",26187.0
"Lenard, Mark",26187.0
"Nichols, Nichelle",26187.0
"Nimoy, Leonard",26187.0
"Sutherland, Hal",26187.0
Star Trek: Animated Series,26187.0
General,26193.6
Haunted by the Past,26319.5
Folk,26333.0
General,26348.2
All A&E Titles,26401.5
Nature & Wildlife,26468.0
Romance,26480.333333333332
X-Men,26602.0
Instructional,26608.0
Women's Basketball,26608.0
"Whalen, Sean",26637.0
7-11 Years,26675.6
Dragon Ball,26708.333333333332
General,26708.333333333332
Chinese,26709.333333333332
"Morton, Joe",26717.0
Magic & Wizards,26737.0
Solid State Physics,26758.0
Electromagnetism,26758.0
Solid State Physics,26758.0
Electrodynamics,26758.0
General,26790.967741935485
Brothers & Sisters,26808.333333333332
"Blake, Pamela",26821.0
"Dell, Gabriel",26821.0
"Dickerson, Dudley",26821.0
"Gorcey, Leo",26821.0
"Hall, Huntz",26821.0
"Jordan, Bobby",26821.0
( P ),26929.875
"Nelson, Willie",27015.0
Fantasy Adventures,27047.333333333332
"Arnaz, Desi",27232.0
"Mitchell, Thomas",27232.0
"Murphy, George",27232.0
"Nelson, Barry",27232.0
"Nolan, Lloyd",27232.0
"Taylor, Robert",27232.0
"Walker, Robert",27232.0
"Garnett, Tay",27232.0
Great Battles,27232.0
General,27245.666666666668
Auto Sports,27256.0
"Sheffer, Craig",27262.0
Algeria,27310.0
Algeria,27310.0
Communicable Diseases,27323.0
Communicable Diseases,27323.0
Nonfiction,27350.0
Nonfiction,27350.0
"Baird, Sharon",27353.0
"Barty, Billy",27353.0
"Raye, Martha",27353.0
"Wagner, Lou",27353.0
"Wild, Jack",27353.0
HR Pufnstuf,27353.0
Witchcraft,27353.0
Psychological Drama,27373.75
( G ),27453.25
All Disney Titles,27508.11111111111
( X ),27607.0
General,27607.0
Gay & Lesbian,27621.0
On The Road,27621.0
General,27621.0
General,27698.5
"Ballerini, Edoardo",27703.0
"Jones, Jeffrey",27703.0
"Leguizamo, John",27703.0
"Mccleister, Tom",27703.0
"Skipper, Pat",27703.0
"Spears, Aries",27703.0
"Miller, Paul",27703.0
Classics,27732.5
Heroic Missions,27732.5
Revenge,27735.0
Thrash & Speed Metal,27771.666666666668
Fantasy,27795.0
Fantasy,27795.0
Fantasy,27795.0
General,27960.166666666668
Family Interaction,27980.5
"Duchovny, David",28000.0
"Angers, Philippe",28000.0
"Auroux, Bernard",28000.0
"Borden, Lizzie",28000.0
"Eisenman, Rafael",28000.0
"Grant, Brian",28000.0
"Karbelnikoff, Michael",28000.0
"King, Zalman",28000.0
"Smithee, Alan",28000.0
Fathers & Sons,28062.0
Documentary,28104.5
"Miles, Jack",28127.0
"Shatner, William",28139.0
"Bennett, Rodney",28207.0
"Gorrie, John",28207.0
"Hussein, Waris",28207.0
"Maloney, David",28207.0
"Moffatt, Peter",28207.0
Science Fiction,28207.0
All Titles,28207.0
Patrick Troughton,28207.0
Colin Baker,28207.0
Netherlands,28340.0
Period Piece,28340.0
"Decleir, Jan",28340.0
Sony Pictures Classics,28340.0
"Myers, Mike",28414.0
Austin Powers,28414.0
Jewish Heritage,28479.0
Shalom Sesame,28479.0
Music & Dance,28479.0
Parody & Spoof,28488.5
Parody & Spoof,28488.5
Drama,28498.0
Christian Contemporary Music,28585.0
Hereos,28607.333333333332
"Ayres, Lew",28637.0
"Cambridge, Godfrey",28637.0
"Crowley, Pat",28637.0
"Holliman, Earl",28637.0
"James, Clifton",28637.0
"Moreland, Mantan",28637.0
"Richards, Beah",28637.0
"Mceveety, Vincent",28637.0
Race Relations,28637.0
New Traditionalist,28692.0
CDs $7 - $10,28728.5
CDs $7 - $10,28728.5
CDs $7 - $10,28728.5
All Bargain Titles,28728.5
All Bargain Titles,28728.5
All Bargain Titles,28728.5
"McEwan, Ian",28748.0
Mystery,28748.0
World Music,28844.5
General,28851.5
( V ),28952.333333333332
Comedy,29020.0
"Bergman, Sandahl",29020.0
"Calhoun, Rory",29020.0
"Piper, Roddy",29020.0
"Smith, William",29020.0
"Verrell, Cec",29020.0
"Worth, Nicholas",29020.0
After the Apocalypse,29020.0
Heroic Missions,29020.0
Disaster Films,29020.0
"Sutherland, Joan",29064.0
General,29064.0
"Sutherland, Joan",29064.0
"Donizetti, Gaetano",29064.0
"Rich, Buddy",29069.0
CDs $7 - $10,29103.0
CDs $7 - $10,29103.0
CDs $7 - $10,29103.0
All Bargain Titles,29103.0
All Bargain Titles,29103.0
All Bargain Titles,29103.0
General,29108.333333333332
Classic Sci-Fi,29116.0
"Travis, June",29116.0
General,29176.0
Fiction,29207.0
"Minarik, Else Holmelund",29207.0
General,29207.0
Paperback,29207.0
Level 2 (Paperback),29207.0
General,29315.0
Punk & New Wave,29325.0
"Dexter, Alan",29374.0
"Hardin, Ty",29374.0
"Lynch, Ken",29374.0
"Talbott, Gloria",29374.0
"Treen, Mary",29374.0
"Tryon, Tom",29374.0
Sci-Fi & Fantasy,29374.0
Alien Invasion,29374.0
"Cromwell, James",29408.5
Ab Workouts,29470.0
General,29592.916666666668
General,29604.153846153848
"Albert, Marv",29657.0
"Berman, Chris",29657.0
"Beyer, Troy",29657.0
"Farina, Dennis",29657.0
"Hickey, John Benjamin",29657.0
"Jenkins, Richard",29657.0
"Salley, John",29657.0
"Walter, Lisa Ann",29657.0
Underdogs,29657.0
Sports,29657.0
"Rash, Steve",29657.0
Whoopi Goldberg,29657.0
Gift Sets,29693.0
Award Winners,29693.0
"Borgnine, Ernest",29709.0
"Bronson, Charles",29709.0
"Brown, Jim",29709.0
"Carruthers, Ben",29709.0
"Cassavetes, John",29709.0
"Marvin, Lee",29709.0
"Meeker, Ralph",29709.0
"Phillips, Robert",29709.0
"Ryan, Robert",29709.0
"Savalas, Telly",29709.0
"Walker, Clint",29709.0
"Webber, Robert",29709.0
"Aldrich, Robert",29709.0
Charles Bronson,29709.0
Military Life,29709.0
"Argenziano, Carmen",29817.0
"Bevis, Leslie",29817.0
"Francesca, Alba",29817.0
"Giambalvo, Louis",29817.0
"Goodrich, Deborah",29817.0
"Hiken, Gerald",29817.0
"Robinson, Andrew",29817.0
"Rubinstein, John",29817.0
"Salem, Kario",29817.0
Cops,29902.0
"Carlton, Mark",29913.0
"Tweed, Shannon",29913.0
( C ),29948.272727272728
Action & Adventure,29949.0
"Chan, Jackie",29959.5
"Wei, Dick",29959.5
Jackie Chan,29959.5
"Borgnine, Ernest",30008.0
"Danning, Sybil",30008.0
"Harrison, Rex",30008.0
"Hemmings, David",30008.0
"Hurndall, Richard",30008.0
"Lester, Mark",30008.0
"Melvin, Murray",30008.0
"Reed, Oliver",30008.0
"Welch, Raquel",30008.0
"Fleischer, Richard",30008.0
General,30017.666666666668
"England, Audie",30091.0
"Hobson, Thomas",30091.0
"Klein, Spencer",30091.0
"Kleyla, Brandon",30091.0
( L ),30107.85714285714
"Delius, Frederick",30194.0
All Works by Walton,30194.0
Baltimore Symphony Orchestra,30194.0
Alternative Metal,30202.0
"Gemmell, David",30390.0
"Pacino, Al",30450.5
General,30478.4
Music Video & Concerts,30497.5
"Rich, Buddy",30497.5
Bananas in Pajamas,30507.0
"Hillerman, John",30575.0
"Kahn, Madeline",30575.0
"O'Neal, Ryan",30575.0
"O'Neal, Tatum",30575.0
"Willingham, Noble",30575.0
"Bogdanovich, Peter",30575.0
GRP,30616.0
French,30702.5
Contemporary Musicals,30718.666666666668
Birth-2 Years,30741.5
Videos for Babies and Toddlers,30741.5
Murder & Mayhem,30777.5
General,30779.0
General,30868.5
"Tey, Josephine",30904.0
Old School,30954.333333333332
Buddhism,30968.0
( B ),31047.25
Boxing,31143.0
"Chow, Stephen",31206.0
"Li, Jet",31206.0
"Urich, Robert",31206.0
"Wei, Dick",31206.0
Jet Li,31206.0
"Bieri, Ramon",31239.0
"Dee, Ruby",31239.0
"Gough, Lloyd",31239.0
"Lesser, Len",31239.0
"Santis, Joe De",31239.0
"Winfield, Paul",31239.0
"Landon, Michael",31239.0
Baseball,31239.0
"Cruttenden, Abigail",31250.0
"Maloney, Michael",31250.0
"Moore, Stephen",31250.0
"Phillips, Leslie",31250.0
"Root, Amanda",31250.0
"Friend, Martyn",31250.0
"Cheadle, Don",31265.0
"Cosby, Bill",31265.0
"Gibbs, Marla",31265.0
"Gorshin, Frank",31265.0
"Griffin, Eddie",31265.0
"Kane, Big Daddy",31265.0
"Townsend, Robert",31265.0
"Vandross, Luther",31265.0
"Townsend, Robert",31265.0
Comedy,31265.0
CDs $7 - $10,31272.5
CDs $7 - $10,31272.5
CDs $7 - $10,31272.5
Documentary,31376.0
Choral Music,31383.0
Sacred & Religious,31383.0
"Berlioz, Hector",31383.0
"Harris, Richard",31501.333333333332
"Caprioli, Vittorio",31541.0
"Hahn, Gisela",31541.0
"Love, Lucretia",31541.0
"Ross, Howard",31541.0
"Corbucci, Bruno",31541.0
General,31665.0
Art History,31665.0
For the Whole Family,31676.5
"Baker, Kathy",31692.0
"Crewson, Wendy",31692.0
"Danes, Claire",31692.0
"Gallagher, Peter",31692.0
"Green, Seth",31692.0
"Pfeiffer, Michelle",31692.0
"Pressman, Michael",31692.0
"Hoyt, John",31766.0
"Bates, Alan",31847.0
"McDowell, Malcolm",31847.0
"York, Susannah",31847.0
Christmas,31902.666666666668
Independently Distributed,31926.0
General,31926.0
General,31930.5
General,31989.0
Heroic Missions,32085.5
British Metal,32131.5
Ragtime,32153.0
Classics,32230.5
Parody & Spoof,32253.0
"Brocco, Peter",32253.0
"Brolin, James",32253.0
"Coburn, James",32253.0
"Conway, Russ",32253.0
"Fong, Benson",32253.0
"Golan, Gila",32253.0
"Williams, Rhys",32253.0
Ballet & Dance,32272.0
"Ollivier, Paul",32341.0
Classics,32341.0
Love Triangle,32341.0
Drama,32341.0
"Sheldon, Sidney",32364.0
"Adams, Ernie",32416.0
"Bakewell, William",32416.0
"Blandick, Clara",32416.0
"Crawford, Joan",32416.0
"Edwards, Cliff",32416.0
"Gable, Clark",32416.0
"Hamilton, Hale",32416.0
"Hopton, Russell",32416.0
"Mack, Wilbur",32416.0
"Moorhead, Natalie",32416.0
"Vail, Lester",32416.0
"Beaumont, Harry",32416.0
Martial Arts,32431.666666666668
Action & Adventure,32431.666666666668
( R ),32437.666666666668
"Addy, Mark",32439.0
"Faison, Frankie",32439.0
"Joyner, Mario",32439.0
"King, Regina",32439.0
"Palminteri, Chazz",32439.0
"Rock, Chris",32439.0
"Scott, George C",32448.0
General,32670.5
( A ),32726.714285714286
General,32727.470588235294
Forgotten Realms,32731.0
"Gounod, Charles",32800.0
"Schubert, Franz",32800.0
"Ponselle, Rosa",32800.0
"Price, Leontyne",32800.0
"Hadley, Jerry",32800.0
General,32815.0
General,32815.0
International Folk,32834.0
General,32874.857142857145
Rap & Hip-Hop,32921.0
( D ),32991.0
"Arau, Alfonso",32991.0
"Askew, Luke",32991.0
"Dern, Bruce",32991.0
"Douglas, Kirk",32991.0
"O'Neill, Dick",32991.0
"Stacy, James",32991.0
Television Soundtracks,33010.666666666664
General,33068.25
Appetizers,33069.0
"Burton, Levar",33160.5
Fighting the System,33194.0
"Keats, Ezra Jack",33243.0
Irresponsible Captain Tylor,33377.0
"Brooke, Hillary",33423.0
Broadway & Vocalists,33434.0
Japan,33442.0
Japan,33442.0
CDs $7 - $10,33442.0
Japan,33442.0
Japan,33442.0
CDs $7 - $10,33442.0
CDs $7 - $10,33442.0
All Bargain Titles,33442.0
All Bargain Titles,33442.0
All Bargain Titles,33442.0
General,33557.0
Television & Radio,33557.0
( F ),33705.0
"Bardem, Javier",33705.0
"Bosch, Jordi",33705.0
Foreign Spotlight,33705.0
"Altman, Bruce",33890.0
Alt-Country & Americana,33970.0
Thrillers,33990.0
"Abbott, Bud",34139.5
"Costello, Lou",34139.5
Abbott & Costello,34139.5
( Y ),34330.0
"Young, Neil",34330.0
"Young, Neil",34330.0
General,34348.0
General,34376.0
Infants & Toddlers,34376.0
Infant Development,34376.0
General,34376.0
Infants & Toddlers,34376.0
Infant Development,34376.0
Infants & Toddlers,34376.0
Heroic Missions,34405.0
General,34435.0
New Age,34435.0
Space Adventure,34460.75
Frighteningly Funny,34538.0
Frighteningly Funny,34538.0
"Brooks, Avery",34576.0
"Dorn, Michael",34576.0
"Eastman, Allan",34576.0
"Scheerer, Robert",34576.0
Star Trek: Deep Space Nine,34576.0
Vocal & Song,34702.0
"Allen, Thomas",34702.0
CDs $7 - $10,34702.0
All Bargain Titles,34702.0
Expecting Mom,34702.0
"Araiza, Francisco",34702.0
"Atherton, William",34759.0
"Bochner, Hart",34759.0
"Gleason, Paul",34759.0
"Godunov, Alexander",34759.0
"Hayden, Dennis",34759.0
"Rickman, Alan",34759.0
"Veljohnson, Reginald",34759.0
"Mctiernan, John",34759.0
Die Hard,34759.0
Bruce Willis,34759.0
( C ),34787.0
"Shigeta, James",34849.0
"Baxley, Barbara",34888.0
"Dourif, Brad",34888.0
"Flanders, Ed",34888.0
"Gordon, Don",34888.0
"Jackson, Mary",34888.0
"Lampert, Zohra",34888.0
"Lerner, Ken",34888.0
"Lindfors, Viveca",34888.0
"Miller, Jason",34888.0
"Richardson, Lee",34888.0
"Williamson, Nicol",34888.0
"Wills, Sherrie",34888.0
"Wilson, Scott",34888.0
"Blatty, William Peter",34888.0
Occult,34888.0
Horror,34888.0
Feature Films,34912.0
Pioneer,34912.0
"Berkley, Elizabeth",34912.0
"Cansino, Richard",34912.0
"Cranston, Bryan",34912.0
"Stone, Doug",34912.0
Feature Films,34912.0
Technology Run Amok,34912.0
Anime,34912.0
Robots & Androids,34912.0
Robots & Androids,34912.0
Anime,34912.0
"Ferrer, Miguel",34939.0
"Fierstein, Harvey",34939.0
"Margolyes, Miriam",34939.0
"Watanabe, Gedde",34939.0
Mulan,34939.0
Feature Films,34939.0
Parenthood,34939.0
Chieftains,34999.0
Sci-Fi Action,35160.0
Servlets,35268.0
Ugly Duckling,35315.0
Native American,35351.0
"Steptoe, John",35351.0
Regents,35436.0
Bargain Box Sets,35560.0
Bargain Box Sets,35560.0
Bargain Box Sets,35560.0
General,35588.0
"Gilliam, Terry",35609.0
"Rota, Nino",35711.0
Western Swing,35778.0
"Cleaning, Caretaking & Relocating",35924.0
"Cobbs, Bill",35926.0
"Combs, Jeffrey",35926.0
"Esposito, Jennifer",35926.0
"Hawkes, John",35926.0
"Hewitt, Jennifer Love",35926.0
"Phifer, Mekhi",35926.0
"Watson, Muse",35926.0
"West, Red",35926.0
"Cannon, Danny",35926.0
Horror,35926.0
"Prinze Jr., Freddie",35926.0
Lebanon,36052.0
Middle Eastern,36052.0
"Dillon, Matt",36088.0
"D'Onofrio, Vincent",36088.0
"Gray, David Barry",36088.0
"Harper, Jessica",36088.0
"Hurt, William",36088.0
"Parker, Mary Louise",36088.0
"Sciorra, Annabella",36088.0
"Minghella, Anthony",36088.0
Animation,36234.0
Independently Distributed,36257.0
Special Interests,36257.0
General,36257.0
Mentally Disabled,36377.0
"Kaitan, Elizabeth",36415.0
"Scribner, Don",36415.0
"Stevens, Brinke",36415.0
"Foxworthy, Jeff",36436.0
Stand-Up,36436.0
Nothing Goes Right,36564.8
Ships & Shipwrecks,36571.0
ADV Films,36633.6
Australia & New Zealand,36684.0
Australia & New Zealand,36684.0
Coming of Age,36762.666666666664
General,36767.0
"Johnson, Ashley",36845.0
( J ),37080.0
Animal Action,37080.0
"Brown, Bryan",37080.0
"Tench, John",37080.0
"Raffill, Stewart",37080.0
Canada,37080.0
Lions Gate DVDs Under $15,37080.0
"Calleia, Joseph",37135.0
Galops,37304.0
Ballads,37304.0
"Bolet, Jorge",37304.0
Mistaken Identity,37353.0
Greek,37379.0
General,37463.0
All Bargain Titles,37509.25
All Bargain Titles,37509.25
All Bargain Titles,37509.25
"Carson, David",37583.0
"Legato, Robert",37583.0
Classical,37749.0
German,37781.0
General,37781.0
Learning Languages,37781.0
Learning Languages,37781.0
General,37831.666666666664
Golden Boy,38266.0
General,38275.333333333336
Traditional Blues,38297.0
Dinosaurs,38313.0
3-6 Years,38313.0
Rainbow Fish,38313.0
"Welker, Frank",38341.5
Maturing,38389.0
Nonfiction,38389.0
Documentary,38426.0
Celtic,38452.0
"Kibbee, Guy",38571.0
"Boone, Pat",38606.0
"Bullock, Jm J",38606.0
Roseanne,38606.0
Rupaul,38606.0
"Hurst, Brandon",38613.0
Daring Rescues,38622.0
Bebop General,38769.333333333336
Paperback,38924.0
"Bremner, Ewen",39043.0
"Ustinov, Peter",39043.0
"Chow, Billy",39406.0
"Tien, James",39406.0
"Yip, Deannie",39406.0
"Hung, Sammo",39406.0
Comedy,39406.0
"Baker, Ray",39483.0
"Davis, Geena",39483.0
"Garson, Willie",39483.0
"Hudson, Ernie",39483.0
"Reeve, Christopher",39483.0
"Smith, Charles Martin",39483.0
"Wright, Steven",39483.0
"Underwood, Ron",39483.0
MGM Movie Time,39483.0
"Stewart, Patrick",39554.0
General,39554.0
All Bargain Titles,39618.333333333336
All Bargain Titles,39618.333333333336
All Bargain Titles,39618.333333333336
"Barnett, Vince",39716.0
"Oakman, Wheeler",39716.0
"Fox, Wallace",39716.0
Cool Jazz,40127.0
Autism & Asperger's Syndrome,40191.25
Ballet & Dance,40276.0
Assumed Identity,40407.0
Sports,40407.0
"Edwards, Snitz",40407.0
"Keaton, Buster",40407.0
"McDonald, Francis",40407.0
"Keaton, Buster",40407.0
General,40445.0
General,40445.0
Action & Adventure,40547.5
"Mcfadden, Gates",40590.0
"Becker, Robert",40590.0
"Bond, Timothy",40590.0
"Chalmers, Chip",40590.0
"Compton, Richard",40590.0
"Iscove, Robert",40590.0
"Kolbe, Winrich",40590.0
"Manners, Kim",40590.0
"Shaw, Larry",40590.0
"Singer, Alexander",40590.0
"Wiemer, Robert",40590.0
Star Trek: The Next Generation,40590.0
"McKenna, Terence",40802.0
Math Skills,41139.5
All Titles,41139.5
Math,41139.5
"Beaumont, Gabrielle",41221.666666666664
"Vejar, Michael",41221.666666666664
General,41223.333333333336
General,41223.333333333336
Berlin Philharmonic Orchestra,41235.5
Spain,41412.0
Nothing Goes Right,41412.0
Music Instruction,41496.0
"Bole, Cliff",41537.5
"Frakes, Jonathan",41537.5
"Lobl, Victor",41537.5
"Williams, Anson",41537.5
Baby Einstein,41706.0
